,dt_year,dt_date,country,region,level_of_development,greenhousegas_emissione_mtco2equivalent,total_government_revenue_proportion_of_gdp_perc,fdi_inflows_millionusd,annual_growth_rate_perc,proportion_of_population_with_primary_reliance_on_clean_fuels_a,mortality_rate_perc,renewable_energy_share_on_the_total_energy_consumption,co2emissions_from_fuel_combustion_in_millions_of_tonnes,fossilfuel_subsidies_consumption_and_production_billionusd,randd_expenditure_proportionofgdp_perc,national_action_plans_as_priority_national_policies,number_of_companies_publishing_sustainability_reports,education_for_sustainable_development,enhance_policy_coherence_for_sustainable_development,land_degraded_over_total_land_area,IIASA rates of no education projections (IIASA (2015)),GDP (constant 2015 US$),"Literacy rate, adult total (% of people ages 15 and above)",Annual CO₂ emissions (zero filled),"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)"
4221,2007,2007-01-01,Somalia,Sub-Saharan Africa,Least Developed,,,96.0,-0.0032811,5.0,,93.02,,,,,,,,,,,,608224.0,
4222,2008,2008-01-01,Somalia,Sub-Saharan Africa,Least Developed,,,141.0,-0.0025431,5.0,,93.37,,,,,,,,,,,,600896.0,
4223,2009,2009-01-01,Somalia,Sub-Saharan Africa,Least Developed,,,87.0,-0.0020633,5.0,,93.63,,,,,,,,,,,,597232.0,
4224,2010,2010-01-01,Somalia,Sub-Saharan Africa,Least Developed,,,108.0,-0.0017877,5.0,0.317,93.57,,,,,,,,,,,,611888.0,100.0
4225,2011,2011-01-01,Somalia,Sub-Saharan Africa,Least Developed,,,112.0,-0.0015576,5.0,,93.65,,,,,,,,,,,,611888.0,100.0
4226,2012,2012-01-01,Somalia,Sub-Saharan Africa,Least Developed,,,102.0,-0.0013698,5.0,,93.9,,,,,,,,,,,,608224.0,100.0
4227,2013,2013-01-01,Somalia,Sub-Saharan Africa,Least Developed,,,107.33,-0.0013469,5.0,,94.4,,,,,,,,,,4316495360.0,,630208.0,100.0
4228,2014,2014-01-01,Somalia,Sub-Saharan Africa,Least Developed,,,258.0,0.0091995,5.0,,94.64,,,,,,,,,,4640539136.0,,630208.0,100.0
4229,2015,2015-01-01,Somalia,Sub-Saharan Africa,Least Developed,,,261.0,-0.0008115,5.0,0.312,94.5,,6e-05,,,,,,23.0,,5331761152.0,,630208.0,100.0
4230,2016,2016-01-01,Somalia,Sub-Saharan Africa,Least Developed,,,303.0,0.0006967,5.0,,94.78,,6e-05,,,,,,,,5779594240.0,,637536.0,100.0
4231,2017,2017-01-01,Somalia,Sub-Saharan Africa,Least Developed,,0.0748173,330.0,-0.0141334,5.0,,94.9,,7e-05,,,,,,,,5929434112.0,,637536.0,100.0
4232,2018,2018-01-01,Somalia,Sub-Saharan Africa,Least Developed,,0.0800951,369.0,-0.0007934,5.0,,94.93,,8e-05,,,,,,,,6384748032.0,,637536.0,
4233,2019,2019-01-01,Somalia,Sub-Saharan Africa,Least Developed,,0.0966311999999999,408.0,-3.3e-06,5.0,0.304,95.03,,8e-05,,,,,,,,6900727808.0,,637536.0,
4234,2020,2020-01-01,Somalia,Sub-Saharan Africa,Least Developed,,0.1236016,447.0,-0.0428619,5.0,,,,0.00013,,,,0.0,,,,7069120000.0,,578264.0,
4235,2021,2021-01-01,Somalia,Sub-Saharan Africa,Least Developed,,,,,,,,,,,,,,,,,,,610374.0,
4236,2002,2002-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,0.2764913,6783.92135,0.0236581,60.0,,13.88,326.84,,,,,,,,,236102582272.0,,356304770.0,
4237,2003,2003-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,0.2777764,1569.15575,0.0169682,62.0,,13.05,348.27,,0.0076051,,,,,,,243065421824.0,,404116500.0,
4238,2004,2004-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,0.2916951,733.66602,0.0328904,64.0,,12.29,375.31,,0.0081333999999999,,,,,,,254135975936.0,,449024130.0,
4239,2005,2005-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,0.3089285,798.02591,0.0398201,67.0,0.3229999999999999,10.98,372.3,,0.0086315,,,,,,12.3905524,267546869760.0,,415930600.0,100.0
4240,2006,2006-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,0.3132606,6646.92664,0.0427779,69.0,,10.74,374.16,,0.0089815,,,,,,,282539687936.0,,446555200.0,
4241,2007,2007-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,0.3258219,311.45011,0.0400849999999999,71.0,,10.36,391.49,,0.0088287,,,,,,,297685155840.0,88.71724700927734,464886800.0,
4242,2008,2008-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,0.3156147,6538.06193,0.0182348,74.0,,11.55,421.57,,0.0088816,,,,,,,307184402432.0,,494999700.0,
4243,2009,2009-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,0.299407,9209.1725,-0.0289873,75.0,,10.97,398.59,,0.0083562,,,,,,,302459650048.0,92.89485931396484,480403100.0,
4244,2010,2010-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,0.3077536999999999,7502.06227,0.0155109,77.0,0.313,11.77,420.29,,0.0073704,,,,,,10.0649862,311653597184.0,92.8773193359375,462806940.0,100.0
4245,2011,2011-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,0.3129184,3635.59625,0.0172151,79.0,,11.36,404.69,,0.0073451,,,,,,,321528528896.0,93.10214233398438,465774750.0,100.0
4246,2012,2012-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,0.319984,4242.86578,0.0060970999999999,80.0,,10.6,422.29,,0.0073363,,,,,,,329233104896.0,93.7294692993164,458954200.0,100.0
4247,2013,2013-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,0.3813239,4558.84735,0.0085407,82.0,,9.77,432.21,,0.0072488,,,,,,,337416093696.0,,458628200.0,100.0
4248,2014,2014-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,0.3898597,8300.10378,0.0024665999999999,83.0,,9.85,443.19,,0.0077115,,,,,,,342186557440.0,94.13990020751952,471866000.0,100.0
4249,2015,2015-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,0.3548019,5770.65899,-0.0034498,83.0,0.288,10.28,419.55,3.42063,0.0079846,,,,,78.0,8.076146600000001,346709786624.0,94.367919921875,446221020.0,100.0
4250,2016,2016-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,0.3494286,1729.37699,-0.0106787999999999,84.0,,10.53,419.89,2.69229,0.0081882,,192.0,,,,,349013868544.0,,456972860.0,100.0
4251,2017,2017-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,0.4612152,2235.00147,-0.0001236,85.0,,10.45,430.01,3.07945,0.0083214999999999,,188.0,,,,,353055244288.0,87.04666900634766,439380130.0,100.0
4252,2018,2018-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,0.341458,2008.36098,-0.0057804999999999,86.0,,10.19,428.28,3.69826,,,194.0,,,,,358307364864.0,,435237200.0,
4253,2019,2019-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,0.3558338,5449.55401,-0.0115709,86.0,0.241,10.5,433.57,4.20106,,,212.0,,,,,358712442880.0,95.0229721069336,466924160.0,
4254,2020,2020-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,0.3448245,5124.98696,-0.0815931999999999,87.0,,,,4.34339,,,214.0,0.0,,,6.410216500000001,335640166400.0,,435831840.0,
4255,2021,2021-01-01,South Africa,Sub-Saharan Africa,Developing Economies,,,,,,,,,,,1.0,,,,,,,,435928900.0,
4276,2002,2002-01-01,South Sudan,Sub-Saharan Africa,Least Developed,,,,,5.0,,0.0,,,,,,,,,,,,674322.0,
4277,2003,2003-01-01,South Sudan,Sub-Saharan Africa,Least Developed,,,,,5.0,,0.0,,,,,,,,,,,,753349.0,
4278,2004,2004-01-01,South Sudan,Sub-Saharan Africa,Least Developed,,,,,5.0,,0.0,,,,,,,,,,,,951984.0,
4279,2005,2005-01-01,South Sudan,Sub-Saharan Africa,Least Developed,,,,,5.0,0.174,0.0,,,,,,,,,,,,912013.0,100.0
4280,2006,2006-01-01,South Sudan,Sub-Saharan Africa,Least Developed,,,,,5.0,,0.0,,,,,,,,,,,,998668.0,
4281,2007,2007-01-01,South Sudan,Sub-Saharan Africa,Least Developed,,,,,5.0,,0.0,,,,,,,,,,,,1173199.0,
4282,2008,2008-01-01,South Sudan,Sub-Saharan Africa,Least Developed,,,,,5.0,,0.0,,,,,,,,,,20185217024.0,26.831279754638672,1239105.0,
4283,2009,2009-01-01,South Sudan,Sub-Saharan Africa,Least Developed,,,,0.0414823,5.0,,0.0,,,,,,,,,,21202884608.0,,1290671.0,
4284,2010,2010-01-01,South Sudan,Sub-Saharan Africa,Least Developed,,,,-0.0431149999999999,5.0,0.166,0.0,,,,,,,,,,22367647744.0,,1313250.0,100.0
4285,2011,2011-01-01,South Sudan,Sub-Saharan Africa,Least Developed,,,,-0.0183018,5.0,,0.0,,,,,,,,,,21329717248.0,,1281212.0,100.0
4286,2012,2012-01-01,South Sudan,Sub-Saharan Africa,Least Developed,31.52181,,3106.48726,-0.5269073,5.0,,30.56,1.42,,,,,,,,,11500530688.0,,1330032.0,100.0
4287,2013,2013-01-01,South Sudan,Sub-Saharan Africa,Least Developed,32.6466,,161.0,0.2676961,5.0,,30.13,1.45,,,,,,,,,13010520064.0,,1443616.0,100.0
4288,2014,2014-01-01,South Sudan,Sub-Saharan Africa,Least Developed,33.38166,,-793.0,0.255472,5.0,,29.85,1.53,,,,,,,,,13449448448.0,,1524224.0,100.0
4289,2015,2015-01-01,South Sudan,Sub-Saharan Africa,Least Developed,33.6385,,44.0,0.0526534,5.0,0.162,26.7,1.97,0.05266,,,,,,,,11997800448.0,,1912608.0,100.0
4290,2016,2016-01-01,South Sudan,Sub-Saharan Africa,Least Developed,,,0.15,-0.076489,5.0,,28.79,1.73,0.0,,,,,,,,,,1703760.0,100.0
4291,2017,2017-01-01,South Sudan,Sub-Saharan Africa,Least Developed,,,-7.85,-0.0418736,5.0,,28.63,1.52,0.0,,,,,,,,,,1454608.0,100.0
4292,2018,2018-01-01,South Sudan,Sub-Saharan Africa,Least Developed,,,1.42,0.03226,5.0,,28.65,1.55,0.0,,,,,,,,,34.52275848388672,1498576.0,
4293,2019,2019-01-01,South Sudan,Sub-Saharan Africa,Least Developed,,,60.14,0.1051252,5.0,0.168,26.65,1.7,0.0,,,,,,,,,,1652464.0,
4294,2020,2020-01-01,South Sudan,Sub-Saharan Africa,Least Developed,,,-231.84,-0.0768695,5.0,,,,0.0,,,,0.0,,,,,,1498835.0,
4295,2021,2021-01-01,South Sudan,Sub-Saharan Africa,Least Developed,,,,,,,,,,,,,,,,,,,1582060.0,
4296,2002,2002-01-01,Spain,Europe and North America,Developed Economies,403.70067,0.3781846,28408.1288,0.0126023,95.0,,7.42,297.22,,0.0095970999999999,,,,,,,1036884180992.0,,333730300.0,
4297,2003,2003-01-01,Spain,Europe and North America,Developed Economies,411.52481,0.3746152,39222.56929,0.0134549,95.0,,8.92,302.62,,0.0102373,,,,,,,1067802951680.0,,338045860.0,
4298,2004,2004-01-01,Spain,Europe and North America,Developed Economies,427.38729,0.3818372,25819.30265,0.0142768999999999,95.0,,8.05,319.27,,0.0104089,,,,,,,1101148323840.0,97.16512298583984,354827940.0,
4299,2005,2005-01-01,Spain,Europe and North America,Developed Economies,442.07501,0.39149,24760.68367,0.0197836,95.0,0.124,7.3,333.71,,0.0109956,,,,,,13.4058135,1141362524160.0,97.7506866455078,370065760.0,74.15824890136719
4300,2006,2006-01-01,Spain,Europe and North America,Developed Economies,435.25558,0.3997218999999999,25020.18355,0.0245155,95.0,,8.49,325.04,,0.0117702,,,,,,,1188189569024.0,97.75213623046876,361120320.0,
4301,2007,2007-01-01,Spain,Europe and North America,Developed Economies,446.32812,0.4053009999999999,30802.38001,0.0200712,95.0,,9.02,337.86,,0.0124053,,,,,,,1231020097536.0,97.9388427734375,368985600.0,
4302,2008,2008-01-01,Spain,Europe and North America,Developed Economies,412.13624,0.3617983,64264.41411,-0.0051383,95.0,,9.76,309.88,,0.01325,,,,,,,1241941016576.0,97.63060760498048,337182430.0,
4303,2009,2009-01-01,Spain,Europe and North America,Developed Economies,372.31872,0.3415946,76992.51327,-0.0482666,95.0,,12.25,276.09,,0.0136364,,,,,,,1195203887104.0,97.67926788330078,297747800.0,
4304,2010,2010-01-01,Spain,Europe and North America,Developed Economies,357.87602,0.3573868,10406.59838,-0.0057854,95.0,0.11,14.44,262.05,,0.0135996,,,,,,11.5392472,1197152141312.0,97.7489013671875,284282700.0,72.15110778808594
4305,2011,2011-01-01,Spain,Europe and North America,Developed Economies,357.58845,0.3566932,39872.50959,-0.0113715,95.0,,14.79,264.87,,0.0133341,,,,,,,1187402874880.0,97.78375244140624,285132260.0,78.72738647460938
4306,2012,2012-01-01,Spain,Europe and North America,Developed Economies,350.31774,0.3718479,28379.20637,-0.0291577,95.0,,15.83,260.51,,0.0129877,,,,,,,1152262471680.0,97.89453887939452,279384960.0,68.49270629882812
4307,2013,2013-01-01,Spain,Europe and North America,Developed Economies,323.52594,0.3808544,25696.45275,-0.011571,95.0,,16.99,235.16,,0.0127523,,,,,,,1135722889216.0,98.07913208007812,253102700.0,60.68315124511719
4308,2014,2014-01-01,Spain,Europe and North America,Developed Economies,325.60936,0.3850777,28355.41138,0.0171471,95.0,,17.41,232.06,,0.0124213,,,,,,,1151440257024.0,98.09371948242188,255459100.0,47.719146728515625
4309,2015,2015-01-01,Spain,Europe and North America,Developed Economies,336.99488,0.3802235,22600.825,0.0407099999999999,95.0,0.103,16.33,247.07,2.14438,0.0122236,,,,,18.0,9.7372224,1195599986688.0,98.14325714111328,272164670.0,55.15272521972656
4310,2016,2016-01-01,Spain,Europe and North America,Developed Economies,325.4657,0.374842,8558.22479,0.0311478,95.0,,17.21,237.62,1.97238,0.0119048,,78.0,,,,,1231842181120.0,98.2505111694336,261227660.0,40.72438430786133
4311,2017,2017-01-01,Spain,Europe and North America,Developed Economies,338.73817,0.3753535999999999,31569.39629,0.0294431,95.0,,15.71,254.0,1.90776,0.0121041,,88.0,,,,,1268472741888.0,,275053200.0,41.11555099487305
4312,2018,2018-01-01,Spain,Europe and North America,Developed Economies,333.25041,0.3856002999999999,41966.31308,0.0218925999999999,95.0,,17.42,247.38,2.02626,0.0124323,,124.0,,,,,1297505452032.0,98.4365005493164,270052300.0,
4313,2019,2019-01-01,Spain,Europe and North America,Developed Economies,314.52851,0.3858218,53494.91953,0.0198926,95.0,0.096,17.27,230.91,1.77426,,,128.0,,,,,1324560941056.0,,251825150.0,
4314,2020,2020-01-01,Spain,Europe and North America,Developed Economies,,0.4071694999999999,8514.72557,-0.1085722,95.0,,,,1.67832,,,136.0,1.0,,,8.0502468,1181205135360.0,98.5944595336914,213339730.0,
4315,2021,2021-01-01,Spain,Europe and North America,Developed Economies,,,,,,,,,,,,,,,,,,,233649540.0,
4316,2002,2002-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,0.1425984,81.8878,0.0319755,18.0,,62.1,10.98,,,,,,,,,36968738816.0,,10948020.0,
4317,2003,2003-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,0.1362663,192.0,0.0504997,18.0,,61.31,11.95,,,,,,,,,39164784640.0,,10953041.0,
4318,2004,2004-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,0.1337496,198.7,0.0455789,19.0,,61.61,12.31,,0.001821,,,,,,,41297330176.0,,12147363.0,
4319,2005,2005-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,0.1468796,223.0,0.053838,19.0,0.187,60.08,13.39,,,,,,,,5.6664181000000005,43875004416.0,,11935225.0,100.0
4320,2006,2006-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,0.150716,272.0,0.0684294,20.0,,62.18,11.78,,0.0017419999999999,,,,,,,47239467008.0,90.80883026123048,11792541.0,
4321,2007,2007-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,0.1452791,480.0,0.0601062,20.0,,60.2,12.94,,,,,,,,,50450251776.0,,12151910.0,
4322,2008,2008-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,0.1359949,603.4,0.0519756,21.0,,61.58,12.12,,0.0011444,,,,,,,53452087296.0,90.55795288085938,11987291.0,
4323,2009,2009-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,0.1311154,752.2,0.0282105,21.0,,63.51,11.57,,,,,,,,,55343710208.0,,12944645.0,
4324,2010,2010-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,0.1300641,404.0,0.0727905,22.0,0.17,61.85,12.41,,0.0013686999999999,,,,,,4.8495454,59780042752.0,91.18135833740234,13050987.0,100.0
4325,2011,2011-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,0.1315837,477.6,0.0767795,22.0,,59.25,14.67,,,,,,,,,64804397056.0,,14886152.0,100.0
4326,2012,2012-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,0.1221534,955.912,0.0843173,23.0,,60.7,16.07,,,,,,,,,70730481664.0,,15798102.0,100.0
4327,2013,2013-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,0.1202351,941.117,0.0274298,24.0,,59.88,13.74,,0.0010081,,,,,,,73132302336.0,,14679056.0,100.0
4328,2014,2014-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,0.1145641,932.551,0.0432723999999999,25.0,,57.31,16.88,,0.0009989,,,,,,,76760170496.0,,17690986.0,100.0
4329,2015,2015-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,0.1333983,893.629,0.0440743,26.0,0.146,52.89,19.49,0.14745,0.0010871,,,,,36.0,4.1527902,80604078080.0,,19830282.0,100.0
4330,2016,2016-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,0.141142,679.656,0.0392425,27.0,,50.92,20.9,0.07361,0.0012854,,2.0,,,,,84220493824.0,92.38690185546876,23023608.0,69.0629653930664
4331,2017,2017-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,0.1380213,897.049,0.0305428999999999,28.0,,49.33,22.29,0.19882,0.0012758,,2.0,,,,,87234043904.0,91.895751953125,23030452.0,45.53841781616211
4332,2018,2018-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,0.1352229999999999,1372.723,0.0278198,29.0,,51.4,20.61,0.38082,,,2.0,,,,,90088341504.0,91.70982360839844,20994534.0,
4333,2019,2019-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,0.126478,1614.044,0.0179976,31.0,0.132,49.91,22.7,0.36389,,,2.0,,,,,92119990272.0,92.25296020507812,22220114.0,
4334,2020,2020-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,0.091719,758.187,-0.0397219,32.0,,,,0.24154,,,2.0,0.0,,,3.5310334,88832163840.0,,21703680.0,
4335,2021,2021-01-01,Sri Lanka,Central and Southern Asia,Developing Economies,,,,,,,,,,,1.0,,,,,,,,20780910.0,
4336,2002,2002-01-01,State of Palestine,North Africa and Western Asia,Not Specified,,,19.176,-0.1430803,,,21.8,,,,,,,,,,,,,
4337,2003,2003-01-01,State of Palestine,North Africa and Western Asia,Not Specified,,,9.44,0.1197194999999999,,,21.68,,,,,,,,,,,,,
4338,2004,2004-01-01,State of Palestine,North Africa and Western Asia,Not Specified,,,17.972,0.1971799,,,23.08,,,,,,,,,,,,,
4339,2005,2005-01-01,State of Palestine,North Africa and Western Asia,Not Specified,,,48.9,0.0903128,,,22.78,,,,,,,,,,,,,
4340,2006,2006-01-01,State of Palestine,North Africa and Western Asia,Not Specified,,,46.542,-0.0327973,,,18.08,,,,,,,,,,,,,
4341,2007,2007-01-01,State of Palestine,North Africa and Western Asia,Not Specified,,,18.588,0.0119008,,,20.48,,,0.0020832999999999,,,,,,,,,,
4342,2008,2008-01-01,State of Palestine,North Africa and Western Asia,Not Specified,,,28.296,0.0463755,,,20.1,,,0.0016338,,,,,,,,,,
4343,2009,2009-01-01,State of Palestine,North Africa and Western Asia,Not Specified,,,51.508,0.0582242,,,16.54,,,0.0039655,,,,,,,,,,
4344,2010,2010-01-01,State of Palestine,North Africa and Western Asia,Not Specified,,,300.468,0.0322238,,,14.06,,,0.0039273,,,,,,,,,,
4345,2011,2011-01-01,State of Palestine,North Africa and Western Asia,Not Specified,3.26175,,206.283,0.071176,,,15.42,,,,,,,,,,,,,
4346,2012,2012-01-01,State of Palestine,North Africa and Western Asia,Not Specified,,,349.31,0.0379712,,,12.24,,,,,,,,,,,,,
4347,2013,2013-01-01,State of Palestine,North Africa and Western Asia,Not Specified,,,58.405,0.0247704,,,11.74,,,0.004922,,,,,,,,,,
4348,2014,2014-01-01,State of Palestine,North Africa and Western Asia,Not Specified,,,175.712,-0.0230222,,,10.76,,,,,,,,,,,,,
4349,2015,2015-01-01,State of Palestine,North Africa and Western Asia,Not Specified,,,159.7,0.0141916,,,10.99,,0.45068,,,,,,15.0,,,,,
4350,2016,2016-01-01,State of Palestine,North Africa and Western Asia,Not Specified,,,102.9,0.0636383,,,12.32,,0.34931,,,,,,,,,,,
4351,2017,2017-01-01,State of Palestine,North Africa and Western Asia,Not Specified,,,296.7,-0.0096426999999999,,,10.51,,0.64468,,1.0,,,,,,,,,
4352,2018,2018-01-01,State of Palestine,North Africa and Western Asia,Not Specified,,,188.34453,-0.011824,,,12.73,,1.09078,,,,,,,,,,,
4353,2019,2019-01-01,State of Palestine,North Africa and Western Asia,Not Specified,,,251.62839,-0.0104736999999999,,,13.86,,1.00098,,,,,,,,,,,
4354,2020,2020-01-01,State of Palestine,North Africa and Western Asia,Not Specified,,,131.87998,-0.1354012,,,,,0.71041,,,,0.875,92.5,,,,,,
4355,2021,2021-01-01,State of Palestine,North Africa and Western Asia,Not Specified,,,,,,,,,,,,,,,,,,,,
4356,2002,2002-01-01,Sudan,North Africa and Western Asia,Least Developed,,,574.0,,11.0,,76.76,7.46,,0.0039509,,,,,,,42460971008.0,,7417876.0,
4357,2003,2003-01-01,Sudan,North Africa and Western Asia,Least Developed,,,713.18,,13.0,,77.0,7.64,,0.0033982,,,,,,,45131259904.0,,8284643.0,
4358,2004,2004-01-01,Sudan,North Africa and Western Asia,Least Developed,,,1349.19,,16.0,,75.4,8.39,,0.0029586,,,,,,,47451406336.0,,10470832.0,
4359,2005,2005-01-01,Sudan,North Africa and Western Asia,Least Developed,,,1511.07,,18.0,0.246,72.28,9.93,,0.0029844,,,,,,,50129334272.0,,10028067.0,100.0
4360,2006,2006-01-01,Sudan,North Africa and Western Asia,Least Developed,,,1617.09814,,21.0,,69.25,12.36,,,,,,,,,53403488256.0,,10983681.0,
4361,2007,2007-01-01,Sudan,North Africa and Western Asia,Least Developed,,,1841.83381,,24.0,,65.64,13.3,,,,,,,,,56466325504.0,,12904736.0,
4362,2008,2008-01-01,Sudan,North Africa and Western Asia,Least Developed,,,1504.37984,,27.0,,63.51,14.42,,,,,,,,,58638438400.0,53.51737976074219,13634101.0,
4363,2009,2009-01-01,Sudan,North Africa and Western Asia,Least Developed,,0.1493547,1653.12032,0.0616718,30.0,,63.12,14.74,,,,,,,,,57015500800.0,,14188878.0,
4364,2010,2010-01-01,Sudan,North Africa and Western Asia,Least Developed,,0.1212791999999999,1726.2984,0.0594499,32.0,0.236,61.32,15.13,,,,,,,,,59215298560.0,,14397601.0,100.0
4365,2011,2011-01-01,Sudan,North Africa and Western Asia,Least Developed,,0.1188603,2063.731,-0.0501257,36.0,,63.68,14.21,,,,,,,,,57312395264.0,,14016871.0,100.0
4366,2012,2012-01-01,Sudan,North Africa and Western Asia,Least Developed,,0.0981766,1734.37699,-0.0165728999999999,39.0,,63.76,13.87,,,,,,,,,47566598144.0,,15213415.0,100.0
4367,2013,2013-01-01,Sudan,North Africa and Western Asia,Least Developed,,0.109246,2311.0,0.0426539,41.0,,65.7,13.11,,,,,,,,,48496594944.0,,17007850.0,100.0
4368,2014,2014-01-01,Sudan,North Africa and Western Asia,Least Developed,,0.1162416,1687.88418,0.0449196,43.0,,64.91,13.98,,,,,,,,,50757206016.0,,17535628.0,100.0
4369,2015,2015-01-01,Sudan,North Africa and Western Asia,Least Developed,,0.1053703,1251.28089,0.0153583,45.0,0.233,63.02,16.35,1.42804,,,,,,12.0,,51726757888.0,,21189522.0,100.0
4370,2016,2016-01-01,Sudan,North Africa and Western Asia,Least Developed,,0.0904695,1728.3734,0.0111998,48.0,,59.52,18.92,0.86081,,,,,,,,53520457728.0,,20037708.0,100.0
4371,2017,2017-01-01,Sudan,North Africa and Western Asia,Least Developed,,,1063.76754,0.0219671,50.0,,60.47,18.77,1.95036,,,,,,,,53900054528.0,,22431576.0,100.0
4372,2018,2018-01-01,Sudan,North Africa and Western Asia,Least Developed,,,1065.29848,0.0038697,51.0,,61.27,18.73,5.29994,,,,,,,,52455030784.0,60.69718170166016,21864312.0,
4373,2019,2019-01-01,Sudan,North Africa and Western Asia,Least Developed,,,1135.78716,-0.0111993,54.0,0.228,62.23,18.49,1.82374,,,,,,,,51312431104.0,,21952048.0,
4374,2020,2020-01-01,Sudan,North Africa and Western Asia,Least Developed,,,825.35499,-0.0388794,55.0,,,,2.11726,,,,0.0,,,,49449889792.0,,20035506.0,
4375,2021,2021-01-01,Sudan,North Africa and Western Asia,Least Developed,,,,,,,,,,,,,,,,,,,21038216.0,
